track_PixelHits,track_SCTHits,track_PixeldEdX,track_TRTHits,lepton_FVariable,lepton_EMCal,lepton_lambda,lepton_lambda2,lepton_time,lepton_radius,truth_particle_tag,predicted_prob,predicted_label
True,False,1.3331357e-37,True,0.63257045,0.0019226074,1904.0,1.171456e+06,-2.8992097,174080.0,1,0.9141244,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.257924,0.0009994507,1760.0,39424.0,-13.91934,12928.0,1,0.93285275,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.7999365,0.016723633,1912.0,276480.0,1.4489464,64768.0,1,0.905696,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,1.3245263,0.0006713867,2384.0,241664.0,-0.38237318,51456.0,1,0.9104923,1
True,False,1.3331357e-37,True,1.4446458,0.00025177002,1560.0,8512.0,-0.87181467,11968.0,1,0.87415415,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,0.5180201,0.03930664,712.0,68608.0,0.0,11264.0,1,0.9346042,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.4304616,0.5625,157.0,33792.0,-0.06356556,1696.0,0,0.32088712,0
True,False,1.3331357e-37,True,2.2051635,0.0014953613,1272.0,569344.0,1.1231817,34560.0,1,0.9047216,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,0.95789254,0.0005531311,1784.0,446464.0,0.7181607,36608.0,1,0.8941703,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.1642003,0.0011978149,1368.0,145408.0,-1.1418812,27904.0,1,0.88194567,1
True,False,1.3331357e-37,True,0.80075985,0.00064468384,1592.0,337920.0,0.9867096,221184.0,0,0.90363693,1
True,False,1.3331357e-37,True,1.2104733,5.9604645e-05,1440.0,134144.0,0.8898522,74752.0,1,0.8743058,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.79651845,0.8046875,96.5,16000.0,-2.5851805,5152.0,0,0.42752472,0
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,1.2242044,0.0008049011,1464.0,272384.0,-1.4956781,69120.0,1,0.8792125,1
True,False,1.3331357e-37,True,1.2356584,0.0002746582,1000.0,536576.0,-2.361046,25344.0,1,0.8911958,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.8682881,0.0011978149,1504.0,168960.0,-0.38756365,14592.0,1,0.90157133,1
True,False,1.3331357e-37,True,1.3050699,0.00025177002,1520.0,125440.0,0.64214164,43264.0,0,0.87194246,1
True,False,1.3331357e-37,True,0.5040743,0.51953125,178.0,59904.0,-0.9143991,6560.0,0,0.7109834,1
True,False,1.3331357e-37,True,1.1176062,0.0018615723,1408.0,405504.0,-1.6877956,30208.0,1,0.8923665,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.1673769,4.029274e-05,1440.0,1.376256e+06,1.6488913,79360.0,1,0.9333097,1
True,False,1.3331357e-37,True,0.62037516,0.00028419495,1352.0,309248.0,-5.3691,9408.0,1,0.9429666,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.59479177,0.0022583008,1328.0,123904.0,-0.06715252,43776.0,1,0.92039484,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.9202339,0.7890625,104.5,26368.0,-1.4351794,1880.0,0,0.3938582,0
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,0.27603605,0.099609375,241.0,14080.0,-3.902834,5504.0,1,0.91918075,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.83008873,0.00025177002,1240.0,144384.0,-1.116855,9024.0,1,0.91987765,1
True,False,1.3331357e-37,True,1.1751925,0.0002746582,1328.0,128512.0,-1.973141,53760.0,1,0.8783713,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.7326102,0.001121521,1280.0,909312.0,3.2916062,66048.0,1,0.91335475,1
True,False,1.3331357e-37,True,0.3828673,0.0010070801,1816.0,163840.0,-3.376224,3648.0,1,0.9588973,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,2.2050486,0.000108242035,1792.0,6112.0,-1.76621,5920.0,1,0.8991896,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.4331509,0.7109375,68.5,25600.0,0.35480726,8064.0,0,0.3126649,0
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.1292982,0.0010528564,2336.0,839680.0,0.6429195,89600.0,1,0.92446756,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.4625017,0.69140625,89.0,29312.0,0.3434158,4544.0,1,0.6697747,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.1232768,0.00022602081,1120.0,544768.0,-1.8851305,39168.0,1,0.9035412,1
True,False,1.3331357e-37,True,0.6880845,0.00074768066,1544.0,458752.0,-3.9869971,90624.0,0,0.9154868,1
True,False,1.3331357e-37,True,0.83870673,0.0050354004,2336.0,581632.0,-0.30882707,36608.0,1,0.919221,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.2091615,0.0017471313,1072.0,276480.0,2.8235667,97280.0,1,0.86976403,1
True,False,1.3331357e-37,True,1.4613339,0.00047302246,928.0,290816.0,2.8194504,20352.0,1,0.87765545,1
True,False,1.3331357e-37,True,0.98542976,0.0018615723,1400.0,342016.0,1.2148659,20992.0,1,0.8801642,1
True,False,1.3331357e-37,True,0.34022817,0.00051498413,314.0,50432.0,-1.316308,2512.0,1,0.9387498,1
True,False,1.3331357e-37,True,1.1123081,0.00037956238,1288.0,251904.0,0.5089512,25088.0,1,0.8765203,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.7081023,0.0009994507,564.0,118272.0,-0.89797086,12288.0,1,0.733494,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.94869316,0.0010604858,1528.0,210944.0,-0.5068127,63744.0,1,0.89074403,1
True,False,1.3331357e-37,True,0.9419862,0.00074005127,1320.0,286720.0,-1.2087084,46592.0,0,0.8995744,1
True,False,1.3331357e-37,True,1.0726694,0.0004863739,1128.0,284672.0,2.1209853,111104.0,1,0.87719584,1
True,False,1.3331357e-37,True,0.97391117,0.00078964233,2256.0,436224.0,-1.8060497,112640.0,1,0.9201834,1
True,False,1.3331357e-37,True,0.31674114,0.87109375,27.375,13440.0,0.0,544.0,1,0.70667803,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.38559565,0.16699219,668.0,33536.0,-0.97299606,36608.0,1,0.78798884,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.97970074,0.00028419495,1624.0,290816.0,-0.7397125,50688.0,1,0.88882613,1
True,False,1.3331357e-37,True,1.1250043,0.0003414154,1472.0,239616.0,-3.2260103,65024.0,1,0.8920835,1
True,False,1.3331357e-37,True,1.2533282,0.00049591064,1352.0,407552.0,1.3981467,57088.0,1,0.8788843,1
True,False,1.3331357e-37,True,1.1341127,0.60546875,131.0,18304.0,-1.8130317,10304.0,0,0.3758837,0
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.3705283,0.00064849854,2032.0,1.409024e+06,-1.9244039,27520.0,1,0.9165883,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.46932942,0.0023956299,292.0,17152.0,0.0,1568.0,1,0.9227034,1
True,False,1.3331357e-37,True,1.2345575,0.0022125244,3296.0,630784.0,-0.7314733,88576.0,1,0.94247234,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.035276,4.029274e-05,1120.0,933888.0,1.1698697,58624.0,1,0.9275528,1
True,False,1.3331357e-37,True,1.4091243,0.00064849854,1216.0,165888.0,-0.73113567,34560.0,1,0.87696373,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.0093651,0.0011978149,1200.0,274432.0,-0.7647776,40448.0,1,0.89559937,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.93265194,0.002960205,1224.0,168960.0,-4.2849665,21504.0,1,0.9302119,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,1.1302824,0.0009994507,2800.0,164864.0,-2.4324021,74240.0,1,0.92959595,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.6608006,0.00064849854,1176.0,226304.0,1.2385162,176128.0,1,0.87731284,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,0.36783013,0.052490234,258.0,57088.0,-10.753506,3040.0,1,0.92653424,1
True,False,1.3331357e-37,True,0.34690613,0.002380371,352.0,50176.0,0.0,1104.0,1,0.9456606,1
True,False,1.3331357e-37,True,0.8443809,0.41015625,148.0,17408.0,-9.402475,12160.0,0,0.59234625,1
True,False,1.3331357e-37,True,1.1343573,0.0021514893,2176.0,286720.0,-0.36983547,50688.0,1,0.9056838,1
True,False,1.3331357e-37,True,1.0842199,0.0006713867,3168.0,425984.0,-2.011265,190464.0,1,0.94147265,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.1397953,0.00064468384,1592.0,296960.0,1.8009887,59392.0,1,0.8803811,1
True,False,1.3331357e-37,True,1.3818378,0.00047302246,900.0,395264.0,-1.6289021,32768.0,1,0.88669074,1
True,False,1.3331357e-37,True,0.99557686,0.0009994507,2224.0,307200.0,0.10813369,36608.0,1,0.9077459,1
True,False,1.3331357e-37,True,0.8141746,0.00074768066,1424.0,688128.0,4.2782855,23552.0,1,0.915788,1
True,False,1.3331357e-37,True,0.72667086,0.00091171265,1032.0,234496.0,0.0,6496.0,1,0.9308564,1
True,False,1.3331357e-37,True,1.1474274,0.000207901,1368.0,148480.0,-4.287951,43264.0,1,0.90388507,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.95170903,5.38826e-05,2832.0,966656.0,-4.916401,34816.0,1,0.90001386,1
True,False,1.3331357e-37,True,0.30491593,0.7890625,136.0,26752.0,-2.149934,16256.0,0,0.67368114,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.91893274,0.00032615662,2064.0,847872.0,-0.46679243,29568.0,1,0.91901785,1
True,False,1.3331357e-37,True,0.987421,0.0022888184,1472.0,30208.0,0.41050157,44800.0,1,0.87860274,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.7295061,0.5546875,169.0,34560.0,1.7150472,8064.0,1,0.31813475,0
True,False,1.3331357e-37,True,1.1175387,0.00046920776,3552.0,610304.0,-0.82089,74752.0,1,0.94384444,1
True,False,1.3331357e-37,True,0.67164195,0.00028419495,1368.0,358400.0,4.0541983,3584.0,1,0.9199508,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.0877326,0.0010528564,1680.0,548864.0,1.9034326,120320.0,1,0.8963008,1
True,False,1.3331357e-37,True,1.5282949,0.66796875,142.0,11776.0,-1.3623669,1352.0,1,0.2736149,0
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.91067225,0.00093078613,1152.0,200704.0,-0.52000576,20864.0,1,0.90795416,1
True,False,1.3331357e-37,True,0.6562652,0.0050964355,1552.0,22528.0,0.1705916,12032.0,1,0.92176443,1
True,False,1.3331357e-37,True,0.4998582,0.4921875,193.0,35328.0,-2.852406,1720.0,1,0.7389183,1
True,False,1.3331357e-37,True,0.73874485,0.0021514893,1040.0,460800.0,-1.0815598,144384.0,1,0.8853316,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.83564645,0.000207901,1384.0,128512.0,-3.2694762,15872.0,1,0.9250513,1
True,False,1.3331357e-37,True,0.629217,0.796875,133.0,26112.0,5.111065,2496.0,0,0.5907421,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.7645447,0.0009994507,1896.0,460800.0,-1.9874974,40704.0,1,0.91939,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,1.3399715,0.0011978149,1592.0,966656.0,1.557915,58368.0,1,0.9160352,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.194842,0.016113281,215.0,18432.0,8.5299835,11392.0,1,0.71872324,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.8347689,0.0011978149,1600.0,1.032192e+06,-0.07071648,95744.0,1,0.9188059,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.4784842,0.0002374649,434.0,55040.0,0.0,720.0,0,0.9492466,1
True,False,1.3331357e-37,True,1.0917484,0.000207901,1256.0,216064.0,2.2883172,86016.0,0,0.8705206,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.3886335,3.2663345e-05,652.0,145408.0,0.0,8320.0,1,0.8462522,1
True,False,1.3331357e-37,True,1.3532854,0.00093078613,1280.0,187392.0,-3.5876658,21504.0,1,0.9041926,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.2288661,0.1796875,122.5,9088.0,0.0,5792.0,0,0.43079767,0
True,False,1.3331357e-37,True,0.94320256,0.32617188,149.0,20352.0,0.6579449,2640.0,1,0.50536865,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.5345143,0.00047302246,928.0,346112.0,2.671785,24832.0,1,0.8805752,1
True,False,1.3331357e-37,True,1.1482944,0.0017471313,1248.0,162816.0,-0.004801991,14400.0,0,0.8835517,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.75000554,0.58984375,109.0,15744.0,-3.2561495,20736.0,1,0.54462373,1
True,False,1.3331357e-37,True,1.0385642,0.0022125244,3376.0,315392.0,-0.9705688,93184.0,1,0.94416827,1
True,False,1.3331357e-37,True,0.8801332,0.0011825562,2008.0,815104.0,-2.2355316,41216.0,1,0.9097978,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.1332346,0.00037956238,1208.0,251904.0,1.9647495,87552.0,1,0.8701301,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,1.2020054,0.0009994507,1672.0,25600.0,0.850192,9216.0,0,0.87566245,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.47275698,0.0009994507,1104.0,141312.0,-4.6125846,14848.0,1,0.8974267,1
True,False,1.3331357e-37,True,0.94217175,0.0011978149,1416.0,110592.0,-1.5219538,9472.0,1,0.90927327,1
True,False,1.3331357e-37,True,0.7037305,0.13378906,188.0,18176.0,-2.5314105,8448.0,1,0.7700285,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0.8412969,1
True,False,1.3331357e-37,True,0.525228,0.58203125,122.5,27264.0,0.0,2592.0,1,0.68073165,1
